,Datum,Erstimpfung,Zweitimpfung,Drittimpfung,Erstimpfung_MA,Zweitimpfung_MA,Drittimpfung_MA,Erstimpfung_cumsum,Zweitimpfung_cumsum,Drittimpfung_cumsum,Ziel
243,2021-08-27 00:00:00+00:00,114233,138005,1233,102383.0,137002.85714285713,561.0,54121625,47271453,11281,70550000.0
244,2021-08-28 00:00:00+00:00,70806,65935,816,101992.28571428571,134606.14285714287,626.0,54192431,47337388,12097,70550000.0
245,2021-08-29 00:00:00+00:00,37578,47094,774,101625.14285714286,133656.2857142857,686.1428571428571,54230009,47384482,12871,70550000.0
246,2021-08-30 00:00:00+00:00,84898,105399,2154,100622.85714285714,128571.28571428571,944.8571428571429,54314907,47489881,15025,70550000.0
247,2021-08-31 00:00:00+00:00,111532,128464,3667,99152.71428571429,121780.85714285714,1399.2857142857142,54426439,47618345,18692,70550000.0
248,2021-09-01 00:00:00+00:00,125788,154661,15703,96919.14285714286,115190.71428571429,3565.0,54552227,47773006,34395,70550000.0
249,2021-09-02 00:00:00+00:00,112903,127851,17298,93962.57142857143,109629.85714285714,5949.285714285715,54665130,47900857,51693,70550000.0
250,2021-09-03 00:00:00+00:00,107006,124177,16373,92930.14285714286,107654.42857142857,8112.142857142857,54772136,48025034,68066,70550000.0
251,2021-09-04 00:00:00+00:00,48726,54816,4659,89775.85714285714,106066.0,8661.142857142857,54820862,48079850,72725,70550000.0
252,2021-09-05 00:00:00+00:00,28494,32891,3341,88478.14285714286,104037.0,9027.857142857143,54849356,48112741,76066,70550000.0
253,2021-09-06 00:00:00+00:00,64398,75850,15195,85549.57142857143,99815.71428571429,10890.857142857143,54913754,48188591,91261,70550000.0
254,2021-09-07 00:00:00+00:00,92712,107912,22911,82861.0,96879.71428571429,13640.0,55006466,48296503,114172,70550000.0
255,2021-09-08 00:00:00+00:00,104973,129032,27042,79887.42857142857,93218.42857142857,15259.857142857143,55111439,48425535,141214,70550000.0
256,2021-09-09 00:00:00+00:00,103829,123461,28753,78591.14285714286,92591.28571428571,16896.285714285714,55215268,48548996,169967,70550000.0
257,2021-09-10 00:00:00+00:00,89779,116465,21857,76130.14285714286,91489.57142857143,17679.714285714286,55305047,48665461,191824,70550000.0
258,2021-09-11 00:00:00+00:00,44030,60341,6197,75459.28571428571,92278.85714285714,17899.428571428572,55349077,48725802,198021,70550000.0
259,2021-09-12 00:00:00+00:00,23952,36265,4572,74810.42857142857,92760.85714285714,18075.285714285714,55373029,48762067,202593,70550000.0
260,2021-09-13 00:00:00+00:00,63793,82321,21072,74724.0,93685.28571428571,18914.85714285714,55436822,48844388,223665,70550000.0
261,2021-09-14 00:00:00+00:00,93257,111061,33199,74801.85714285714,94135.14285714286,20384.571428571428,55530079,48955449,256864,70550000.0
262,2021-09-15 00:00:00+00:00,104848,138529,41146,74784.0,95491.85714285714,22399.428571428572,55634927,49093978,298010,70550000.0
263,2021-09-16 00:00:00+00:00,106242,128033,42286,75128.71428571429,96145.0,24332.714285714286,55741169,49222011,340296,70550000.0
264,2021-09-17 00:00:00+00:00,94232,123502,31644,75764.85714285714,97150.28571428571,25730.85714285714,55835401,49345513,371940,70550000.0
265,2021-09-18 00:00:00+00:00,41810,62965,7925,75447.71428571429,97525.14285714286,25977.714285714286,55877211,49408478,379865,70550000.0
266,2021-09-19 00:00:00+00:00,24771,39311,5504,75564.71428571429,97960.28571428571,26110.85714285714,55901982,49447789,385369,70550000.0
267,2021-09-20 00:00:00+00:00,52823,80649,25121,73997.57142857143,97721.42857142857,26689.285714285714,55954805,49528438,410490,70550000.0
268,2021-09-21 00:00:00+00:00,79761,112215,42558,72069.57142857143,97886.28571428571,28026.285714285714,56034566,49640653,453048,70550000.0
269,2021-09-22 00:00:00+00:00,90500,132351,52843,70019.85714285714,97003.71428571429,29697.285714285714,56125066,49773004,505891,70550000.0
270,2021-09-23 00:00:00+00:00,90967,124817,52974,67837.71428571429,96544.28571428571,31224.14285714286,56216033,49897821,558865,70550000.0
271,2021-09-24 00:00:00+00:00,81430,121554,38341,66008.85714285714,96266.0,32180.85714285714,56297463,50019375,597206,70550000.0
272,2021-09-25 00:00:00+00:00,33182,58180,9074,64776.28571428572,95582.42857142857,32345.0,56330645,50077555,606280,70550000.0
273,2021-09-26 00:00:00+00:00,17960,32804,5934,63803.28571428572,94652.85714285714,32406.428571428572,56348605,50110359,612214,70550000.0
274,2021-09-27 00:00:00+00:00,49480,74428,28072,63325.71428571428,93764.14285714286,32828.0,56398085,50184787,640286,70550000.0
275,2021-09-28 00:00:00+00:00,73539,103452,46943,62436.857142857145,92512.28571428571,33454.42857142857,56471624,50288239,687229,70550000.0
276,2021-09-29 00:00:00+00:00,78267,118426,55206,60689.28571428572,90523.0,33792.0,56549891,50406665,742435,70550000.0
277,2021-09-30 00:00:00+00:00,78411,116333,49844,58895.57142857143,89311.0,33344.857142857145,56628302,50522998,792279,70550000.0
278,2021-10-01 00:00:00+00:00,44005,59438,24013,53549.142857142855,80437.28571428571,31298.0,56672307,50582436,816292,70550000.0
279,2021-10-02 00:00:00+00:00,13632,15043,3568,50756.28571428572,74274.85714285714,30511.428571428572,56685939,50597479,819860,70550000.0
280,2021-10-03 00:00:00+00:00,5414,6745,1724,48964.0,70552.14285714286,29910.0,56691353,50604224,821584,70550000.0
281,2021-10-04 00:00:00+00:00,32172,43489,19876,46491.42857142857,66132.28571428571,28739.14285714286,56723525,50647713,841460,70550000.0
282,2021-10-05 00:00:00+00:00,55116,84786,42543,43859.57142857143,63465.71428571428,28110.571428571428,56778641,50732499,884003,70550000.0
283,2021-10-06 00:00:00+00:00,58316,93073,53056,41009.42857142857,59843.857142857145,27803.428571428572,56836957,50825572,937059,70550000.0
284,2021-10-07 00:00:00+00:00,62373,96748,52297,38718.28571428572,57046.0,28153.85714285714,56899330,50922320,989356,70550000.0
285,2021-10-08 00:00:00+00:00,57806,82020,42757,40689.857142857145,60272.0,30831.571428571428,56957136,51004340,1032113,70550000.0
286,2021-10-09 00:00:00+00:00,16256,19367,5374,41064.71428571428,60889.71428571428,31089.571428571428,56973392,51023707,1037487,70550000.0
287,2021-10-10 00:00:00+00:00,6768,7991,2438,41258.142857142855,61067.71428571428,31191.571428571428,56980160,51031698,1039925,70550000.0
288,2021-10-11 00:00:00+00:00,29624,41805,24352,40894.142857142855,60827.142857142855,31831.0,57009784,51073503,1064277,70550000.0
289,2021-10-12 00:00:00+00:00,50152,77613,51537,40185.0,59802.42857142857,33115.857142857145,57059936,51151116,1115814,70550000.0
290,2021-10-13 00:00:00+00:00,55209,87507,62897,39741.142857142855,59007.28571428572,34521.71428571428,57115145,51238623,1178711,70550000.0
291,2021-10-14 00:00:00+00:00,55535,89932,62407,38764.28571428572,58033.57142857143,35966.0,57170680,51328555,1241118,70550000.0
292,2021-10-15 00:00:00+00:00,48309,74262,48146,37407.57142857143,56925.28571428572,36735.857142857145,57218989,51402817,1289264,70550000.0
293,2021-10-16 00:00:00+00:00,15429,19532,6628,37289.42857142857,56948.857142857145,36915.0,57234418,51422349,1295892,70550000.0
294,2021-10-17 00:00:00+00:00,5808,7582,3360,37152.28571428572,56890.42857142857,37046.71428571428,57240226,51429931,1299252,70550000.0
295,2021-10-18 00:00:00+00:00,25590,36980,29651,36576.0,56201.142857142855,37803.71428571428,57265816,51466911,1328903,70550000.0
296,2021-10-19 00:00:00+00:00,45132,73318,59294,35858.857142857145,55587.57142857143,38911.857142857145,57310948,51540229,1388197,70550000.0
297,2021-10-20 00:00:00+00:00,48917,80880,74539,34960.0,54640.857142857145,40575.0,57359865,51621109,1462736,70550000.0
298,2021-10-21 00:00:00+00:00,49717,80916,75686,34128.857142857145,53352.857142857145,42472.0,57409582,51702025,1538422,70550000.0
299,2021-10-22 00:00:00+00:00,41081,63017,56168,33096.28571428572,51746.42857142857,43618.0,57450663,51765042,1594590,70550000.0
300,2021-10-23 00:00:00+00:00,14976,17783,11559,33031.57142857143,51496.57142857143,44322.42857142857,57465639,51782825,1606149,70550000.0
301,2021-10-24 00:00:00+00:00,4727,5774,3991,32877.142857142855,51238.28571428572,44412.57142857143,57470366,51788599,1610140,70550000.0
302,2021-10-25 00:00:00+00:00,27690,39525,40198,33177.142857142855,51601.857142857145,45919.28571428572,57498056,51828124,1650338,70550000.0
303,2021-10-26 00:00:00+00:00,44554,75393,89354,33094.57142857143,51898.28571428572,50213.57142857143,57542610,51903517,1739692,70550000.0
304,2021-10-27 00:00:00+00:00,48665,82419,111220,33058.57142857143,52118.142857142855,55453.71428571428,57591275,51985936,1850912,70550000.0
305,2021-10-28 00:00:00+00:00,50737,82148,115035,33204.28571428572,52294.142857142855,61075.0,57642012,52068084,1965947,70550000.0
306,2021-10-29 00:00:00+00:00,44171,66531,95743,33645.71428571428,52796.142857142855,66728.57142857143,57686183,52134615,2061690,70550000.0
307,2021-10-30 00:00:00+00:00,15652,17056,20185,33742.28571428572,52692.28571428572,67960.85714285714,57701835,52151671,2081875,70550000.0
308,2021-10-31 00:00:00+00:00,4818,5241,6359,33755.28571428572,52616.142857142855,68299.14285714286,57706653,52156912,2088234,70550000.0
309,2021-11-01 00:00:00+00:00,13353,18707,32258,31707.14285714286,49642.142857142855,67164.85714285714,57720006,52175619,2120492,70550000.0
310,2021-11-02 00:00:00+00:00,37843,60892,115391,30748.428571428572,47570.57142857143,70884.42857142857,57757849,52236511,2235883,70550000.0
311,2021-11-03 00:00:00+00:00,52017,74500,164045,31227.285714285714,46439.28571428572,78430.85714285714,57809866,52311011,2399928,70550000.0
312,2021-11-04 00:00:00+00:00,51628,75070,172796,31354.571428571428,45428.142857142855,86682.42857142857,57861494,52386081,2572724,70550000.0
313,2021-11-05 00:00:00+00:00,44991,58495,151886,31471.714285714286,44280.142857142855,94702.85714285714,57906485,52444576,2724610,70550000.0
314,2021-11-06 00:00:00+00:00,18137,15589,36302,31826.714285714286,44070.57142857143,97005.28571428571,57924622,52460165,2760912,70550000.0
315,2021-11-07 00:00:00+00:00,8014,7576,16573,32283.285714285714,44404.142857142855,98464.42857142857,57932636,52467741,2777485,70550000.0
316,2021-11-08 00:00:00+00:00,31028,35351,106720,34808.28571428572,46781.857142857145,109101.85714285714,57963664,52503092,2884205,70550000.0
317,2021-11-09 00:00:00+00:00,55747,68588,213212,37366.0,47881.28571428572,123076.28571428571,58019411,52571680,3097417,70550000.0
318,2021-11-10 00:00:00+00:00,59620,71336,266167,38452.142857142855,47429.28571428572,137665.14285714287,58079031,52643016,3363584,70550000.0
319,2021-11-11 00:00:00+00:00,63599,74085,273997,40162.28571428572,47288.57142857143,152122.42857142858,58142630,52717101,3637581,70550000.0
320,2021-11-12 00:00:00+00:00,54362,52083,222355,41501.0,46372.57142857143,162189.42857142858,58196992,52769184,3859936,70550000.0
321,2021-11-13 00:00:00+00:00,25217,16867,60547,42512.42857142857,46555.142857142855,165653.0,58222209,52786051,3920483,70550000.0
322,2021-11-14 00:00:00+00:00,10981,8425,28768,42936.28571428572,46676.42857142857,167395.14285714287,58233190,52794476,3949251,70550000.0
323,2021-11-15 00:00:00+00:00,42346,37057,162974,44553.142857142855,46920.142857142855,175431.42857142858,58275536,52831533,4112225,70550000.0
324,2021-11-16 00:00:00+00:00,63403,64298,342564,45646.857142857145,46307.28571428572,193910.2857142857,58338939,52895831,4454789,70550000.0
325,2021-11-17 00:00:00+00:00,68939,65536,413123,46978.142857142855,45478.71428571428,214904.0,58407878,52961367,4867912,70550000.0
326,2021-11-18 00:00:00+00:00,73215,69442,432133,48351.857142857145,44815.42857142857,237494.85714285713,58481093,53030809,5300045,70550000.0
327,2021-11-19 00:00:00+00:00,72885,59832,400980,50998.0,45922.42857142857,263012.71428571426,58553978,53090641,5701025,70550000.0
328,2021-11-20 00:00:00+00:00,43976,19620,147555,53677.857142857145,46315.71428571428,275442.4285714286,58597954,53110261,5848580,70550000.0
329,2021-11-21 00:00:00+00:00,16598,9226,66881,54480.28571428572,46430.142857142855,280887.14285714284,58614552,53119487,5915461,70550000.0
330,2021-11-22 00:00:00+00:00,59759,34341,308357,56967.857142857145,46042.142857142855,301656.14285714284,58674311,53153828,6223818,70550000.0
331,2021-11-23 00:00:00+00:00,97524,60030,540789,61842.28571428572,45432.42857142857,329974.0,58771835,53213858,6764607,70550000.0
332,2021-11-24 00:00:00+00:00,119673,72773,679380,69090.0,46466.28571428572,368010.71428571426,58891508,53286631,7443987,70550000.0
333,2021-11-25 00:00:00+00:00,120363,71507,669055,75825.42857142857,46761.28571428572,401856.71428571426,59011871,53358138,8113042,70550000.0
334,2021-11-26 00:00:00+00:00,109043,62008,637033,80990.85714285714,47072.142857142855,435578.5714285714,59120914,53420146,8750075,70550000.0
335,2021-11-27 00:00:00+00:00,84048,31189,430575,86715.42857142857,48724.857142857145,476010.0,59204962,53451335,9180650,70550000.0
336,2021-11-28 00:00:00+00:00,29127,12028,149292,88505.28571428571,49125.142857142855,487783.0,59234089,53463363,9329942,70550000.0
337,2021-11-29 00:00:00+00:00,82496,42378,473781,91753.42857142857,50273.28571428572,511415.0,59316585,53505741,9803723,70550000.0
338,2021-11-30 00:00:00+00:00,101115,63868,707120,92266.42857142857,50821.57142857143,535176.5714285715,59417700,53569609,10510843,70550000.0
339,2021-12-01 00:00:00+00:00,103022,72271,872457,89887.71428571429,50749.857142857145,562759.0,59520722,53641880,11383300,70550000.0
340,2021-12-02 00:00:00+00:00,90707,72406,803743,85651.14285714286,50878.28571428572,582000.1428571428,59611429,53714286,12187043,70550000.0
