Date_reported,Country,New_cases,Cumulative_cases,New_deaths,MA,MA_deaths,MSTD_cases,MSTD_deaths,OTG_cases,UTG_cases,OTG_deaths,UTG_deaths
2020-10-01 00:00:00+00:00,Czechia,1076,68919,19,1922.142857142857,14.285714285714286,766.8507956924196,3.3022358948548347,2688.993652835277,1155.2920614504374,17.58795018056912,10.983478390859451
2020-10-02 00:00:00+00:00,Czechia,5336,74255,23,2268.714285714286,15.857142857142858,1492.5446631258762,4.4507891221699865,3761.258948840162,776.1696225884095,20.307931979312844,11.406353734972871
2020-10-03 00:00:00+00:00,Czechia,3796,78051,21,2390.4285714285716,16.857142857142858,1588.4493336934777,4.740906081825654,3978.877905122049,801.9792377350939,21.59804893896851,12.116236775317205
2020-10-04 00:00:00+00:00,Czechia,2554,80605,12,2473.0,17.142857142857142,1578.3063707648682,4.298393941542694,4051.306370764868,894.6936292351318,21.441251084399838,12.844463201314447
2020-10-05 00:00:00+00:00,Czechia,1841,82446,16,2549.8571428571427,17.285714285714285,1524.0013592034998,4.231401884158736,4073.8585020606424,1025.855783653643,21.51711616987302,13.05431240155555
2020-10-06 00:00:00+00:00,Czechia,3120,85566,31,2811.8571428571427,20.0,1424.9386452946392,6.000000000041262,4236.795788151781,1386.9184975625035,26.00000000004126,13.999999999958739
2020-10-07 00:00:00+00:00,Czechia,4456,90022,36,3168.4285714285716,22.571428571428573,1487.1809861988131,8.383657572098507,4655.609557627385,1681.2475852297584,30.95508614352708,14.187770999330066
2020-10-08 00:00:00+00:00,Czechia,5338,95360,35,3777.285714285714,24.857142857142858,1354.2573259018798,9.370673604923494,5131.543040187594,2423.0283883838347,34.22781646206635,15.486469252219363
2020-10-09 00:00:00+00:00,Czechia,5397,100757,40,3786.0,27.285714285714285,1366.1033391842432,10.889050857256114,5152.103339184243,2419.896660815757,38.1747651429704,16.39666342845817
2020-10-10 00:00:00+00:00,Czechia,8617,109374,36,4474.714285714285,29.428571428571427,2280.920845789904,10.921799956334661,6755.635131504189,2193.7934399243813,40.35037138490609,18.506771472236764
2020-10-11 00:00:00+00:00,Czechia,4633,114007,90,4771.714285714285,40.57142857142857,2118.7278977629335,23.13624244094471,6890.442183477218,2652.986387951352,63.70767101237328,17.43518613048386
2020-10-12 00:00:00+00:00,Czechia,3103,117110,39,4952.0,43.857142857142854,1866.4604648006093,20.55422561121292,6818.46046480061,3085.5395351993907,64.41136846835578,23.302917245929933
2020-10-13 00:00:00+00:00,Czechia,4311,121421,17,5122.142857142857,41.857142857142854,1720.1775517430908,22.593720155756664,6842.3204088859475,3401.9653053997663,64.45086301289952,19.26342270138619
2020-10-14 00:00:00+00:00,Czechia,8326,129747,55,5675.0,44.57142857142857,2058.9423660374096,22.911839318414188,7733.94236603741,3616.0576339625904,67.48326788984275,21.65958925301438
2020-10-15 00:00:00+00:00,Czechia,9543,139290,66,6275.714285714285,49.0,2508.562451171118,23.734644158566493,8784.276736885404,3767.1518345431673,72.7346441585665,25.265355841433507
2020-10-16 00:00:00+00:00,Czechia,9720,149010,58,6893.285714285715,51.57142857142857,2774.2421616408446,23.571572871140443,9667.52787592656,4119.04355264487,75.14300144256902,27.999855700288126
2020-10-17 00:00:00+00:00,Czechia,11102,160112,53,7248.285714285715,54.0,3163.2901497374023,22.553639765392603,10411.575864023118,4084.9955645483124,76.5536397653926,31.446360234607397
2020-10-18 00:00:00+00:00,Czechia,8715,168827,69,7831.428571428572,51.0,2971.2390713378722,17.87922444255075,10802.667642766444,4860.189500090699,68.87922444255075,33.12077555744925
2020-10-19 00:00:00+00:00,Czechia,5058,173885,70,8110.714285714285,55.42857142857143,2508.566503953809,18.246982790390586,10619.280789668093,5602.147781760476,73.67555421896202,37.18158863818084
2020-10-20 00:00:00+00:00,Czechia,8077,181962,91,8648.714285714286,66.0,1883.9070849590885,12.935738607970672,10532.621370673374,6764.807200755198,78.93573860797068,53.06426139202933
2020-10-21 00:00:00+00:00,Czechia,11984,193946,106,9171.285714285714,73.28571428571429,2251.0388501221087,18.75912476383581,11422.324564407823,6920.246864163605,92.0448390495501,54.52658952187848
2020-10-22 00:00:00+00:00,Czechia,14969,208915,120,9946.42857142857,81.0,3153.6341394828073,25.24546163835621,13100.062710911378,6792.794431945764,106.2454616383562,55.75453836164379
2020-10-23 00:00:00+00:00,Czechia,14150,223065,106,10579.285714285714,87.85714285714286,3523.4366610965358,24.463773022094518,14102.722375382249,7055.849053189178,112.32091587923738,63.39336983504835
2020-10-24 00:00:00+00:00,Czechia,15258,238323,126,11173.0,98.28571428571429,3950.470351742589,22.6179448352802,15123.47035174259,7222.52964825741,120.90365912099449,75.6677694504341
