Date_reported,Country,New_cases,Cumulative_cases,New_deaths,MA,MA_deaths,MSTD_cases,MSTD_deaths,OTG_cases,UTG_cases,OTG_deaths,UTG_deaths
2020-10-01 00:00:00+00:00,United States of America,38476,7115491,767,40958.0,720.2857142857143,6525.1524886392435,325.25821244344263,47483.15248863924,34432.84751136076,1045.543926729157,395.0275018422717
2020-10-02 00:00:00+00:00,United States of America,44985,7160476,1024,41664.0,705.8571428571429,6675.279544707848,305.98171436183634,48339.279544707846,34988.720455292154,1011.8388572189792,399.87542849530655
2020-10-03 00:00:00+00:00,United States of America,46293,7206769,892,42383.857142857145,703.4285714285714,6891.8831831016205,304.162707084467,49275.740325958766,35491.97395975552,1007.5912785130384,399.26586434410444
2020-10-04 00:00:00+00:00,United States of America,49465,7256234,808,42297.42857142857,698.2857142857143,6782.352415328282,301.68400371122925,49079.78098675686,35515.07615610029,999.9697179969436,396.6017105744851
2020-10-05 00:00:00+00:00,United States of America,49036,7305270,698,42308.57142857143,676.4285714285714,6795.170953383688,294.2260226100867,49103.74238195512,35513.40047518774,970.6545940386582,382.20254881848473
2020-10-06 00:00:00+00:00,United States of America,36136,7341406,369,42439.857142857145,687.5714285714286,6642.485614802057,278.2390202343145,49082.3427576592,35797.37152805509,965.8104488057431,409.33240833711403
2020-10-07 00:00:00+00:00,United States of America,38920,7380326,354,43330.142857142855,701.7142857142857,5423.376974682753,254.05164454346084,48753.51983182561,37906.7658824601,955.7659302577465,447.6626411708248
2020-10-08 00:00:00+00:00,United States of America,38904,7419230,663,43391.28571428572,686.8571428571429,5361.591421529975,252.63440552929788,48752.877135815696,38029.69429275574,939.4915483864407,434.22273732784504
2020-10-09 00:00:00+00:00,United States of America,52458,7471688,888,44458.857142857145,667.4285714285714,6379.229274987108,226.2357598780925,50838.08641784425,38079.62786787004,893.6643313066639,441.19281155047895
2020-10-10 00:00:00+00:00,United States of America,54232,7525920,973,45593.0,679.0,7385.951507196769,241.21221638493398,52978.95150719677,38207.04849280323,920.212216384934,437.787783615066
2020-10-11 00:00:00+00:00,United States of America,57828,7583748,918,46787.71428571428,694.7142857142857,8679.718922374404,254.24772321872157,55467.43320808869,38107.995363339876,948.9620089330073,440.46656249556406
2020-10-12 00:00:00+00:00,United States of America,53055,7636803,575,47361.857142857145,677.1428571428571,8980.92167557723,258.20239385117065,56342.77881843437,38380.935467279916,935.3452509940278,418.94046329168646
