Date_reported,Country,New_cases,Cumulative_cases,New_deaths,MA,MA_deaths,MSTD_cases,MSTD_deaths,OTG_cases,UTG_cases,OTG_deaths,UTG_deaths
2021-04-02 00:00:00+00:00,Russian Federation,8792,4563056,400,8742.42857142857,373.7142857142857,355.9652871789809,43.41932859031839,9098.393858607551,8386.46328424959,417.1336143046041,330.2949571239673
2021-04-03 00:00:00+00:00,Russian Federation,9021,4572077,384,8761.857142857143,373.2857142857143,368.5333220835617,43.28092068376134,9130.390464940705,8393.323820773581,416.5666349694756,330.00479360195294
2021-04-04 00:00:00+00:00,Russian Federation,8817,4580894,357,8723.142857142857,376.2857142857143,341.8286259018252,40.929672552245535,9064.971483044683,8381.314231241031,417.21538683795984,335.3560417334687
2021-04-05 00:00:00+00:00,Russian Federation,8646,4589540,343,8713.857142857143,383.42857142857144,343.0939756868266,25.382783816627832,9056.95111854397,8370.763167170317,408.81135524519925,358.04578761194364
2021-04-06 00:00:00+00:00,Russian Federation,8328,4597868,389,8721.142857142857,380.57142857142856,332.65368801893027,23.04240397502677,9053.796545161787,8388.489169123926,403.61383254645534,357.52902459640177
2021-04-07 00:00:00+00:00,Russian Federation,8294,4606162,374,8723.857142857143,375.7142857142857,328.45772353926606,19.62748316096698,9052.31486639641,8395.399419317877,395.3417688752527,356.08680255331876
2021-04-08 00:00:00+00:00,Russian Federation,8672,4614834,365,8652.857142857143,373.14285714285717,263.4884111668553,19.692880028209945,8916.345554024,8389.368731690287,392.83573717106714,353.4499771146472
2021-04-09 00:00:00+00:00,Russian Federation,9150,4623984,402,8704.0,373.42857142857144,323.016511387234,20.156530313564897,9027.016511387234,8380.983488612766,393.5851017421363,353.2720411150066
2021-04-10 00:00:00+00:00,Russian Federation,8704,4632688,402,8658.714285714286,376.0,291.8885142036222,22.715633383111886,8950.602799917908,8366.825771510665,398.7156333831119,353.2843666168881
2021-04-11 00:00:00+00:00,Russian Federation,8702,4641390,337,8642.285714285714,373.14285714285717,284.6411273703397,26.45391320401332,8926.926841656054,8357.644586915374,399.59677034687047,346.68894393884386
2021-04-12 00:00:00+00:00,Russian Federation,8320,4649710,277,8595.714285714286,363.7142857142857,309.51451994584227,44.556010764363094,8905.228805660128,8286.199765768444,408.2702964786488,319.15827494992266
2021-04-13 00:00:00+00:00,Russian Federation,8173,4657883,338,8573.57142857143,356.42857142857144,336.2488448699021,43.89706574417388,8909.820273441332,8237.322583701527,400.3256371727453,312.5315056843976
2021-04-14 00:00:00+00:00,Russian Federation,8326,4666209,399,8578.142857142857,360.0,332.0052351282068,46.50448007087716,8910.148092271063,8246.13762201465,406.50448007087715,313.49551992912285
2021-04-15 00:00:00+00:00,Russian Federation,8944,4675153,398,8617.0,364.7142857142857,359.5918982616394,48.71589160873524,8976.591898261639,8257.408101738361,413.430177323021,315.99839410555046
2021-04-16 00:00:00+00:00,Russian Federation,8995,4684148,397,8594.857142857143,364.0,324.3457149697056,48.110982807074436,8919.20285782685,8270.511427887437,412.11098280707444,315.88901719292556
2021-04-17 00:00:00+00:00,Russian Federation,9321,4693469,398,8683.0,363.42857142857144,426.6513017622665,47.605521888554684,9109.651301762267,8256.348698237733,411.0340933171261,315.82304954001677
2021-04-18 00:00:00+00:00,Russian Federation,8632,4702101,389,8673.0,370.85714285714283,426.9519878886841,46.84523658251859,9099.951987888684,8246.048012111316,417.7023794396614,324.01190627462427
2021-04-19 00:00:00+00:00,Russian Federation,8589,4710690,346,8711.42857142857,380.7142857142857,401.2143471301437,26.756396653897752,9112.642918558715,8310.214224298426,407.4706823681835,353.95788906038797
2021-04-20 00:00:00+00:00,Russian Federation,8164,4718854,379,8710.142857142857,386.57142857142856,403.23666684209667,19.294706898050176,9113.379523984953,8306.90619030076,405.8661354694787,367.2767216733784
2021-04-21 00:00:00+00:00,Russian Federation,8271,4727125,399,8702.285714285714,386.57142857142856,412.4009837411675,19.294706898050176,9114.68669802688,8289.884730544547,405.8661354694787,367.2767216733784
