,Date_reported,Country,New_cases,Cumulative_cases,New_deaths,MA,MSTD_cases,OTG_cases,UTG_cases,MA_d,MSTD_deaths,OTG_deaths,UTG_deaths
118063,2021-05-16 00:00:00+00:00,Spain,5917,3628474,41,5917.0,,,,41.0,,,
118064,2021-05-17 00:00:00+00:00,Spain,2842,3631316,37,4379.5,2174.353352148634,6553.853352148633,2205.146647851366,39.0,2.8284271247461903,41.82842712474619,36.17157287525381
118065,2021-05-18 00:00:00+00:00,Spain,2200,3633516,35,3653.0,1986.7845882228903,5639.78458822289,1666.2154117771097,37.666666666666664,3.0550504633038926,40.72171712997056,34.61161620336277
118066,2021-05-19 00:00:00+00:00,Spain,5200,3638716,36,4039.75,1797.176744229682,5836.926744229682,2242.5732557703177,37.25,2.629955639676582,39.87995563967658,34.62004436032342
118067,2021-05-20 00:00:00+00:00,Spain,6006,3644722,33,4433.0,1787.6271982714964,6220.627198271496,2645.372801728504,36.4,2.9664793948382644,39.366479394838265,33.43352060516173
118068,2021-05-21 00:00:00+00:00,Spain,5376,3650098,46,4590.166666666667,1644.5962929140594,6234.762959580727,2945.5703737526073,38.0,4.732863826479693,42.732863826479694,33.267136173520306
118069,2021-05-22 00:00:00+00:00,Spain,5504,3655602,30,4720.714285714285,1540.5235813715753,6261.237867085861,3180.19070434271,36.857142857142854,5.273473599964619,42.13061645710747,31.583669257178236
118070,2021-05-23 00:00:00+00:00,Spain,5649,3661251,38,4682.428571428572,1508.84236609206,6191.270937520631,3173.5862053365117,36.42857142857143,4.99523582550223,41.42380725407366,31.4333356030692
118071,2021-05-24 00:00:00+00:00,Spain,2690,3663941,30,4660.714285714285,1540.5045401086095,6201.218825822894,3120.209745605676,35.42857142857143,5.5334480768366845,40.962019505408115,29.895123351734746
118072,2021-05-25 00:00:00+00:00,Spain,2001,3665942,30,4632.285714285715,1594.3772780499303,6226.662992335645,3037.9084362357844,34.714285714285715,5.90802521192673,40.62231092621244,28.806260502358985
