,Date_reported,Country,New_cases,Cumulative_cases,New_deaths,MA,MSTD_cases,OTG_cases,UTG_cases,MA_d,MSTD_deaths,OTG_deaths,UTG_deaths
116085,2020-07-08 00:00:00+00:00,Poland,257,36412,7,288.42857142857144,68.72616469937542,357.1547361279469,219.702406729196,9.285714285714286,5.122313465427026,14.408027751141312,4.1634008202872606
116086,2020-07-09 00:00:00+00:00,Poland,277,36689,14,273.42857142857144,54.98441337584379,328.41298480441526,218.44415805272766,9.285714285714286,5.122313465427026,14.408027751141312,4.1634008202872606
116087,2020-07-10 00:00:00+00:00,Poland,262,36951,9,257.85714285714283,34.28521825037926,292.1423611075221,223.57192460676356,8.428571428571429,4.466808810815697,12.895380239387126,3.961762617755732
116088,2020-07-11 00:00:00+00:00,Poland,265,37216,11,258.7142857142857,34.393382530724004,293.10766824500973,224.3209031835617,7.857142857142857,3.670993118515785,11.528135975658643,4.186149738627072
116089,2020-07-12 00:00:00+00:00,Poland,305,37521,6,257.42857142857144,32.072091413236464,289.5006628418079,225.35648001533497,8.0,3.5590260840104055,11.559026084010405,4.440973915989595
116090,2020-07-13 00:00:00+00:00,Poland,370,37891,3,277.2857142857143,50.63830659923427,327.92402088494856,226.64740768648,7.714285714285714,3.903600291794103,11.617886006079818,3.8106854224916114
116091,2020-07-14 00:00:00+00:00,Poland,299,38190,5,290.7142857142857,39.51672340378682,330.23100911807256,251.1975623104989,7.857142857142857,3.7606990231680224,11.617841880310879,4.096443833974835
116092,2020-07-15 00:00:00+00:00,Poland,267,38457,12,292.14285714285717,38.25540733642965,330.3982644792868,253.88744980642753,8.571428571428571,4.035556254807268,12.60698482623584,4.535872316621303
116093,2020-07-16 00:00:00+00:00,Poland,323,38780,6,298.7142857142857,39.1608404987865,337.87512621307224,259.5534452154992,7.428571428571429,3.3094381626464515,10.73800959121788,4.119133265924978
116094,2020-07-17 00:00:00+00:00,Poland,274,39054,11,300.42857142857144,37.513806982039064,337.9423784106105,262.9147644465324,7.714285714285714,3.545621041711641,11.259906755997356,4.1686646725740735
116095,2020-07-18 00:00:00+00:00,Poland,353,39407,7,313.0,38.39704849768153,351.3970484976815,274.6029515023185,7.142857142857143,3.2366943748507118,10.379551517707855,3.9061627680064315
116096,2020-07-19 00:00:00+00:00,Poland,339,39746,6,317.85714285714283,39.35491740315943,357.2120602603023,278.5022254539834,7.142857142857143,3.2366943748507118,10.379551517707855,3.9061627680064315
116097,2020-07-20 00:00:00+00:00,Poland,358,40104,6,316.14285714285717,36.88915184453961,353.0320089873968,279.2537052983175,7.571428571428571,2.7602622373693753,10.331690808797946,4.811166334059196
116098,2020-07-21 00:00:00+00:00,Poland,279,40383,3,313.2857142857143,39.14381298798151,352.4295272736958,274.1419012977328,7.285714285714286,3.1471831698777355,10.432897455592022,4.13853111583655
116099,2020-07-22 00:00:00+00:00,Poland,399,40782,9,332.14285714285717,44.55120114889732,376.69405829175446,287.5916559939599,6.857142857142857,2.54483604112136,9.401978898264217,4.312306816021497
116100,2020-07-23 00:00:00+00:00,Poland,380,41162,6,340.2857142857143,47.69945592182459,387.9851702075389,292.58625836388967,6.857142857142857,2.54483604112136,9.401978898264217,4.312306816021497
116101,2020-07-24 00:00:00+00:00,Poland,418,41580,9,360.85714285714283,45.34103576021977,406.1981786173626,315.51610709692307,6.571428571428571,2.0701966780270045,8.641625249455576,4.501231893401567
116102,2020-07-25 00:00:00+00:00,Poland,458,42038,4,375.85714285714283,57.92934941641876,433.7864922735616,317.9277934407241,6.142857142857143,2.2677868380553092,8.410643980912452,3.875070304801834
116103,2020-07-26 00:00:00+00:00,Poland,584,42622,9,410.85714285714283,94.4500371826796,505.3071800398224,316.40710567446325,6.571428571428571,2.507132682111987,9.078561253540558,4.064295889316584
116104,2020-07-27 00:00:00+00:00,Poland,443,43065,7,423.0,91.95288648722983,514.9528864872299,331.0471135127702,6.714285714285714,2.497617912751067,9.211903627036781,4.216667801534648
116105,2020-07-28 00:00:00+00:00,Poland,337,43402,5,431.2857142857143,78.43407908495394,509.7197933706682,352.85163520076037,7.0,2.081665999466076,9.081665999466075,4.918334000533925
116106,2020-07-29 00:00:00+00:00,Poland,502,43904,6,446.0,80.98765338000636,526.9876533800063,365.01234661999365,6.571428571428571,1.9023794624226202,8.473808033851192,4.669049109005951
116107,2020-07-30 00:00:00+00:00,Poland,512,44416,12,464.85714285714283,78.3845830322706,543.2417258894134,386.47255982487223,7.428571428571429,2.7602622373693753,10.188833665940804,4.668309191202054
116108,2020-07-31 00:00:00+00:00,Poland,615,45031,15,493.0,92.79727007478947,585.7972700747895,400.2027299252105,8.285714285714286,3.9880774697542782,12.273791755468565,4.297636815960008
116109,2020-08-01 00:00:00+00:00,Poland,657,45688,7,521.4285714285714,109.302115171448,630.7306866000195,412.12645625712344,8.714285714285714,3.5923198500080264,12.30660556429374,5.121965864277687
116110,2020-08-02 00:00:00+00:00,Poland,658,46346,5,532.0,119.4682663583379,651.4682663583379,412.5317336416621,8.142857142857142,3.848314411469467,11.991171554326609,4.294542731387676
116111,2020-08-03 00:00:00+00:00,Poland,548,46894,10,547.0,112.8391185124502,659.8391185124502,434.1608814875498,8.571428571428571,3.866830866792694,12.438259438221266,4.704597704635877
116112,2020-08-04 00:00:00+00:00,Poland,575,47469,1,581.0,64.53422864392819,645.5342286439281,516.4657713560719,8.0,4.690415759823406,12.690415759823406,3.3095842401765942
