Date_reported,Country,New_cases,Cumulative_cases,New_deaths,MA,MA_deaths,MSTD_cases,MSTD_deaths,OTG_cases,UTG_cases,OTG_deaths,UTG_deaths
2020-10-01 00:00:00+00:00,Italy,1850,314861,19,1760.5714285714287,19.428571428571427,145.6706983955086,3.101458950290957,1906.2421269669373,1614.90073017592,22.530030378862385,16.32711247828047
2020-10-02 00:00:00+00:00,Italy,2548,317409,24,1869.4285714285713,19.571428571428573,332.6078056375945,3.3094381628416705,2202.0363770661656,1536.8207657909768,22.880866734270242,16.261990408586904
2020-10-03 00:00:00+00:00,Italy,2499,319908,23,1953.2857142857142,20.0,410.0998716800873,3.559026084191778,2363.3855859658015,1543.185842605627,23.55902608419178,16.44097391580822
2020-10-04 00:00:00+00:00,Italy,2843,322751,27,2092.4285714285716,21.428571428571427,525.6826853762936,4.117326918483407,2618.111256804865,1566.745886052278,25.545898347054834,17.31124451008802
2020-10-05 00:00:00+00:00,Italy,2578,325329,18,2208.4285714285716,21.571428571428573,531.2070710853912,3.9520940804002076,2739.635642513963,1677.2215003431802,25.52352265182878,17.619334491028365
2020-10-06 00:00:00+00:00,Italy,2257,327586,16,2317.4285714285716,21.571428571428573,428.53815742724765,3.9520940804002076,2745.9667288558194,1888.890414001324,25.52352265182878,17.619334491028365
2020-10-07 00:00:00+00:00,Italy,2677,330263,28,2464.5714285714284,22.142857142857142,324.0703921030659,4.59813626854864,2788.6418206744943,2140.5010364683626,26.740993411405782,17.544720874308503
2020-10-08 00:00:00+00:00,Italy,3677,333940,31,2725.5714285714284,23.857142857142858,455.62552500697757,5.398412465173257,3181.196953578406,2269.945903564451,29.255555322316113,18.458730391969603
2020-10-09 00:00:00+00:00,Italy,4458,338398,22,2998.4285714285716,23.571428571428573,784.6642290631506,5.442338433093739,3783.0928004917223,2213.764342365421,29.01376700452231,18.129090138334835
2020-10-10 00:00:00+00:00,Italy,5372,343770,28,3408.8571428571427,24.285714285714285,1147.4202119744696,5.677860093325212,4556.277354831613,2261.436930882673,29.963574379039496,18.607854192389073
2020-10-11 00:00:00+00:00,Italy,5724,349494,29,3820.4285714285716,24.571428571428573,1399.6067134632583,5.883795341471917,5220.03528489183,2420.821857965313,30.45522391290049,18.687633229956656
2020-10-12 00:00:00+00:00,Italy,5456,354950,26,4231.571428571428,25.714285714285715,1396.5188693216792,5.122313465551606,5628.090297893108,2835.0525592497493,30.83659917983732,20.59197224873411
2020-10-13 00:00:00+00:00,Italy,4619,359569,39,4569.0,29.0,1092.0738680711786,5.228129047240603,5661.073868071178,3476.9261319288216,34.2281290472406,23.771870952759397
2020-10-14 00:00:00+00:00,Italy,5898,365467,41,5029.142857142857,30.857142857142858,802.102326918357,6.866065623347912,5831.245184061214,4227.0405302245,37.72320848049077,23.991077233794947
2020-10-15 00:00:00+00:00,Italy,7332,372799,43,5551.285714285715,32.57142857142857,951.0202791840824,8.263517065207324,6502.305993469797,4600.265435101633,40.834945636635894,24.307911506221245
2020-10-16 00:00:00+00:00,Italy,8803,381602,83,6172.0,41.285714285714285,1420.5636205361998,19.61898982888767,7592.5636205362,4751.4363794638,60.904704114601955,21.666724456826614
2020-10-17 00:00:00+00:00,Italy,10009,391611,55,6834.428571428572,45.142857142857146,1962.9439503898209,19.221763459095435,8797.372521818392,4871.48462103875,64.36462060195258,25.92109368376171
2020-10-18 00:00:00+00:00,Italy,10925,402536,47,7577.428571428572,47.714285714285715,2406.736161770155,17.85790474568563,9984.164733198726,5170.692409658417,65.57219045997135,29.856380968600085
2020-10-19 00:00:00+00:00,Italy,11705,414241,69,8470.142857142857,53.857142857142854,2636.667368007418,16.486646833444556,11106.810225150275,5833.475489135439,70.34378969058741,37.370496023698294
2020-10-20 00:00:00+00:00,Italy,9337,423578,73,9144.142857142857,58.714285714285715,2018.757739184,16.388149028264895,11162.900596326857,7125.385117958856,75.10243474255061,42.32613668602082
2020-10-21 00:00:00+00:00,Italy,10871,434449,89,9854.57142857143,65.57142857142857,1492.421282917765,17.72810520859146,11346.992711489194,8362.150145653664,83.29953378002003,47.84332336283711
2020-10-22 00:00:00+00:00,Italy,15199,449648,127,10978.42857142857,77.57142857142857,2110.3749159109443,26.273288988759223,13088.803487339515,8868.053655517626,103.84471756018779,51.29813958266935
2020-10-23 00:00:00+00:00,Italy,16078,465726,136,12017.714285714286,85.14285714285714,2595.972182327964,34.45977641362917,14613.686468042251,9421.742103386321,119.60263355648631,50.68308072922797
2020-10-24 00:00:00+00:00,Italy,19143,484869,91,13322.57142857143,90.28571428571429,3541.436330884205,31.794728523858662,16864.007759455635,9781.135097687224,122.08044280957296,58.490985761855626
2020-10-25 00:00:00+00:00,Italy,19640,504509,151,14567.57142857143,105.14285714285714,4053.0237213353216,32.488093056953375,18620.595149906752,10514.547707236108,137.6309501998105,72.65476408590376
2020-10-26 00:00:00+00:00,Italy,21273,525782,128,15934.42857142857,113.57142857142857,4513.911380651348,29.016415715133228,20448.339952079918,11420.517190777224,142.5878442865618,84.55501285629535
2020-10-27 00:00:00+00:00,Italy,17007,542789,141,17030.14285714286,123.28571428571429,3451.390851456384,24.14342067532657,20481.533708599243,13578.752005686474,147.42913496104086,99.14229361038772
2020-10-28 00:00:00+00:00,Italy,21989,564778,221,18618.428571428572,142.14285714285714,2597.089900710846,39.54081676542818,21215.518472139418,16021.338670717727,181.68367390828533,102.60204037742895
2020-10-29 00:00:00+00:00,Italy,24988,589766,205,20016.85714285714,153.28571428571428,3045.734362927503,45.15423304526065,23062.591505784643,16971.12277992964,198.43994733097492,108.13148124045362
2020-10-30 00:00:00+00:00,Italy,26829,616595,217,21552.714285714286,164.85714285714286,3416.569464353944,50.094672276371945,24969.28375006823,18136.144821360343,214.9518151335148,114.76247058077092
2020-10-31 00:00:00+00:00,Italy,31079,647674,199,23257.85714285714,180.28571428571428,4736.885278624696,38.94746155920357,27994.74242148184,18520.971864232444,219.23317584491784,141.33825272651072
2020-11-01 00:00:00+00:00,Italy,31756,679430,297,24988.714285714286,201.14285714285714,5366.360800215523,56.007227424773916,30355.07508592981,19622.353485498763,257.15008456763104,145.13562971808324
2020-11-02 00:00:00+00:00,Italy,29905,709335,208,26221.85714285714,212.57142857142858,5361.992988574174,45.832510815139095,31583.850131431314,20859.86415428297,258.4039393865677,166.73891775628948
2020-11-03 00:00:00+00:00,Italy,22253,731588,233,26971.285714285714,225.71428571428572,4070.473875536301,33.390189605713864,31041.759589822013,22900.811838749414,259.1044753199996,192.32409610857187
2020-11-04 00:00:00+00:00,Italy,28241,759829,353,27864.428571428572,244.57142857142858,3430.6855416533576,58.28052031013244,31295.11411308193,24433.743029775214,302.85194888156104,186.29090826129615
2020-11-05 00:00:00+00:00,Italy,30548,790377,352,28658.714285714286,265.57142857142856,3294.670075251414,67.41378974378837,31953.3843609657,25364.04421046287,332.9852183152169,198.1576388276402
2020-11-06 00:00:00+00:00,Italy,34502,824879,428,29754.85714285714,295.7142857142857,3819.130242544664,86.53653233503184,33573.98738540181,25935.72690031248,382.25081804931756,209.1777533792539
2020-11-07 00:00:00+00:00,Italy,37802,862681,446,30715.285714285714,331.0,4900.012371218145,90.78178965703319,35615.29808550386,25815.27334306757,421.7817896570332,240.2182103429668
2020-11-08 00:00:00+00:00,Italy,39809,902490,425,31865.714285714286,349.2857142857143,6005.676196018597,95.5575119770211,37871.39048173288,25860.03808969569,444.84322626273536,253.7282023086932
2020-11-09 00:00:00+00:00,Italy,32614,935104,331,32252.714285714286,366.85714285714283,5945.250589455795,74.16070066962632,38197.96487517008,26307.463696258492,441.0178435267692,292.6964421875165
2020-11-10 00:00:00+00:00,Italy,25269,960373,356,32683.571428571428,384.42857142857144,5156.784232352911,46.61493731576528,37840.35566092434,27526.787196218516,431.04350874433675,337.81363411280614
2020-11-11 00:00:00+00:00,Italy,35090,995463,580,33662.0,416.85714285714283,4811.57877762897,84.59398830379804,38473.57877762897,28850.42122237103,501.45113116094086,332.2631545533448
2020-11-12 00:00:00+00:00,Italy,32961,1028424,623,34006.71428571428,455.57142857142856,4634.478601175987,108.5769422158892,38641.19288689027,29372.235684538296,564.1483707873177,346.9944863555394
2020-11-13 00:00:00+00:00,Italy,37977,1066401,636,34503.142857142855,485.2857142857143,4876.185716608163,126.71978835961197,39379.328573751016,29626.957140534694,612.0055026453263,358.5659259261023
2020-11-14 00:00:00+00:00,Italy,40902,1107303,550,34946.0,500.14285714285717,5344.049338594259,127.44074253213886,40290.04933859426,29601.95066140574,627.583599674996,372.7021146107183
