level_0,Date_reported,AFRO,AMRO,EMRO,EURO,Other,SEARO,WPRO,MA_AFRO,MA_AMRO,MA_EMRO,MA_EURO,MA_SEARO,MA_WPRO
New_cases,2020-10-13,5280,92387,18859,103924,0,65612,5122,4332.0,118164.85714285714,19432.714285714286,112153.0,80659.0,3925.5714285714284
New_cases,2020-10-14,3595,85290,20555,123838,0,73888,3263,4479.0,118232.14285714286,19552.85714285714,116668.71428571429,79643.57142857143,3892.285714285714
New_cases,2020-10-15,4521,95465,21668,152777,0,77260,3626,4686.857142857143,114334.85714285714,19597.285714285714,122411.28571428571,77870.14285714286,3829.4285714285716
New_cases,2020-10-16,4794,126261,21489,171702,0,74288,3676,4459.428571428572,114193.71428571429,19878.714285714286,129513.71428571429,76727.85714285714,3864.4285714285716
New_cases,2020-10-17,4630,135640,24638,170809,0,73730,4755,4524.571428571428,112113.57142857143,20393.571428571428,135462.14285714287,75507.42857142857,3918.0
New_cases,2020-10-18,4564,145815,18858,167892,0,72096,4279,4496.142857142857,114113.42857142857,20434.85714285714,141164.7142857143,73349.14285714286,4045.285714285714
New_cases,2020-10-19,4432,116419,21113,145895,0,65295,3800,4545.142857142857,113896.71428571429,21025.714285714286,148119.57142857142,71738.42857142857,4074.4285714285716
New_cases,2020-10-20,4040,91039,20075,148066,0,56891,4779,4368.0,113704.14285714286,21199.428571428572,154425.57142857142,70492.57142857143,4025.4285714285716
New_cases,2020-10-21,3935,110540,21229,178829,0,63651,3225,4416.571428571428,117311.28571428571,21295.714285714286,162281.42857142858,69030.14285714286,4020.0
New_cases,2020-10-22,4712,130045,24082,217463,0,68811,3601,4443.857142857143,122251.28571428571,21640.571428571428,171522.2857142857,67823.14285714286,4016.4285714285716
New_cases,2020-10-23,5318,132846,25667,235896,0,65806,3428,4518.714285714285,123192.0,22237.428571428572,180692.85714285713,66611.42857142857,3981.0
New_cases,2020-10-24,5144,143313,24908,249166,0,66084,4249,4592.142857142857,124288.14285714286,22276.0,191886.7142857143,65519.142857142855,3908.714285714286
New_cases,2020-10-25,4542,160116,24086,235872,0,59348,4115,4589.0,126331.14285714286,23022.85714285714,201598.14285714287,63698.0,3885.285714285714
New_cases,2020-10-26,4226,152116,22794,211522,0,54474,3803,4559.571428571428,131430.7142857143,23263.0,210973.42857142858,62152.142857142855,3885.714285714286
New_cases,2020-10-27,2774,109199,22463,210193,0,44867,4142,4378.714285714285,134025.0,23604.14285714286,219848.7142857143,60434.42857142857,3794.714285714286
New_cases,2020-10-28,4685,116321,27045,248152,0,51292,3227,4485.857142857143,134850.85714285713,24435.0,229752.0,58668.857142857145,3795.0
New_cases,2020-10-29,5041,143411,26059,268424,0,59127,4592,4532.857142857143,136760.2857142857,24717.428571428572,237032.14285714287,57285.42857142857,3936.5714285714284
New_cases,2020-10-30,5856,152290,31201,290187,0,58212,3418,4609.714285714285,139538.0,25508.0,244788.0,56200.57142857143,3935.1428571428573
New_cases,2020-10-31,5382,160458,27086,303089,0,58046,3841,4643.714285714285,141987.2857142857,25819.14285714286,252491.2857142857,55052.28571428572,3876.8571428571427
New_cases,2020-11-01,4979,165857,24517,264990,0,55404,3449,4706.142857142857,142807.42857142858,25880.714285714286,256651.0,54488.857142857145,3781.714285714286
New_cases,2020-11-02,4020,139082,26080,243519,0,53465,4163,4676.714285714285,140945.42857142858,26350.14285714286,261222.0,54344.71428571428,3833.1428571428573
New_cases,2020-11-03,3693,118069,28770,241086,0,47122,5146,4808.0,142212.57142857142,27251.14285714286,265635.28571428574,54666.857142857145,3976.5714285714284
New_cases,2020-11-04,3545,127762,30953,256976,0,55673,4026,4645.142857142857,143847.0,27809.428571428572,266895.85714285716,55292.71428571428,4090.714285714286
New_cases,2020-11-05,5327,138926,32856,303183,0,60003,3550,4686.0,143206.2857142857,28780.428571428572,271861.4285714286,55417.857142857145,3941.8571428571427
New_cases,2020-11-06,6394,167032,31290,326829,0,61831,4324,4762.857142857143,145312.2857142857,28793.14285714286,277096.0,55934.857142857145,4071.285714285714
New_cases,2020-11-07,6645,180532,33412,334054,0,56527,5437,4943.285714285715,148180.0,29696.85714285714,281519.5714285714,55717.857142857145,4299.285714285715
New_cases,2020-11-08,4063,160170,30711,341544,0,55536,4724,4812.428571428572,147367.57142857142,30581.714285714286,292455.85714285716,55736.71428571428,4481.428571428572
New_cases,2020-11-09,4621,187553,30524,248825,0,55640,4598,4898.285714285715,154292.0,31216.571428571428,293213.85714285716,56047.42857142857,4543.571428571428
New_cases,2020-11-10,6338,146539,30949,216792,0,46166,4996,5276.142857142857,158359.14285714287,31527.85714285714,289743.28571428574,55910.857142857145,4522.142857142857
